"","InstitutionCode","CollectionCode","CatalogNumber","IndividualCount","ScientificName","Family","PreparationType","Tissues","Latitude","Longitude","CoordinateUncertaintyInMeters","HorizontalDatum","Country","StateProvince","County","Island","IslandGroup","Locality","VerbatimElevation","VerbatimDepth","YearCollected","MonthCollected","DayCollected","Collector","GeorefMethod","LatLongComments","BasisOfRecord","Remarks","DateLastModified","number_requested"
"225","MSB","Fish specimens","MSB:Fish:22377",31,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"1 meter",1995,2,9,"Collector(s): Gregory M. Lein, Keith B. Gido, John P. Sherrod","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Gregory M. Lein, Keith B. Gido, John P. Sherrod","2019-05-27 04:00:36.0",15
"300","MSB","Fish specimens","MSB:Fish:25023",260,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"1.25 meters",1995,8,2,"Collector(s): Steven P. Platania, Gregory M. Lein, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Gregory M. Lein, Christopher S. Altenbach","2019-05-27 05:22:00.0",15
"261","MSB","Fish specimens","MSB:Fish:30032",33,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.13539167,-106.6684167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Montano Bridge crossing on Montano Road, Albuquerque.",NA,"1.5 meters",1995,10,24,"Collector(s): Steven P. Platania, Gregory M. Lein, Robert K. Dudley","GeoLocate",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Steven P. Platania, Gregory M. Lein, Robert K. Dudley","2019-05-27 05:00:23.0",15
"335","MSB","Fish specimens","MSB:Fish:30053",20,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.16402778,-106.6694722,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.0 mile upstream of Montano Bridge crossing, Albuquerque.",NA,"1.5 meters",1995,12,30,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","2019-05-27 05:24:51.0",10
"262","MSB","Fish specimens","MSB:Fish:24561",19,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.21127778,-106.6116667,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"North Diversion Channel, at its confluence with the Rio Grande, Sandia Pueblo, Albuquerque.",NA,"",1995,5,25,"Collector(s): John P. Sherrod","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-A4; Storage: 70% EtOH, 76-A4; TRAP SET 150 M UPSTREAM FROM CONFLUENCE OF RIO GRANDE;","2019-05-27 02:00:00.0",10
"263","MSB","Fish specimens","MSB:Fish:24540",20,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.21127778,-106.6116667,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"North Diversion Channel, at its confluence with the Rio Grande, Sandia Pueblo, Albuquerque.",NA,"",1995,5,18,"Collector(s): John P. Sherrod","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-A4; Storage: 70% EtOH, 76-A4; TRAP SET 150 M UPSTREAM FROM CONFLUENCE OF RIO GRANDE;","2019-05-27 02:00:04.0",10
"264","MSB","Fish specimens","MSB:Fish:24555",24,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.21127778,-106.6116667,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"North Diversion Channel, at its confluence with the Rio Grande, Sandia Pueblo, Albuquerque.",NA,"",1995,5,23,"Collector(s): John P. Sherrod","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-A4; Storage: 70% EtOH, 76-A4; TRAP SET 150 M UPSTREAM FROM CONFLUENCE OF RIO GRANDE;","2019-05-27 02:36:36.0",12
"265","MSB","Fish specimens","MSB:Fish:24549",55,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.21127778,-106.6116667,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"North Diversion Channel, at its confluence with the Rio Grande, Sandia Pueblo, Albuquerque.",NA,"",1995,5,21,"Collector(s): John P. Sherrod","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-A4; Storage: 70% EtOH, 76-A4; TRAP SET 150 M UPSTREAM FROM CONFLUENCE OF RIO GRANDE;","2019-05-27 03:42:24.0",15
"266","MSB","Fish specimens","MSB:Fish:24589",17,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.21127778,-106.6116667,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"North Diversion Channel, at its confluence with the Rio Grande, Sandia Pueblo, Albuquerque.",NA,"",1995,6,1,"Collector(s): John P. Sherrod","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-A4; Storage: 70% EtOH, 76-A4; TRAP SET 150 M UPSTREAM FROM CONFLUENCE OF RIO GRANDE;","2019-05-27 04:25:23.0",8
"232","MSB","Fish specimens","MSB:Fish:22675",15,"Hybognathus amarus","Cyprinidae","stomach (formalin-fixed, 70% ethanol); gonad (formalin-fixed, 70% ethanol); whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"1.5 meters",1995,4,14,"Collector(s): Steven P. Platania, John P. Sherrod, James P. Larson","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Steven P. Platania, John P. Sherrod, James P. Larson; CONFLUENCE WITH OUTFLOW (TEMP. 19 C)","2019-05-27 04:12:39.0",8
"235","MSB","Fish specimens","MSB:Fish:24948",10,"Hybognathus amarus","Cyprinidae","stomach (formalin-fixed, 70% ethanol); gonad (formalin-fixed, 70% ethanol); whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"1.5 meters",1995,6,7,"Collector(s): Gregory M. Lein, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Gregory M. Lein, Christopher S. Altenbach","2019-05-27 05:24:31.0",5
"255","MSB","Fish specimens","MSB:Fish:25010",80,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"1.25 meters",1995,8,2,"Collector(s): Steven P. Platania, Gregory M. Lein, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Gregory M. Lein, Christopher S. Altenbach","2019-05-27 04:42:53.0",15
"315","MSB","Fish specimens","MSB:Fish:24961",13,"Hybognathus amarus","Cyprinidae","stomach (formalin-fixed, 70% ethanol); gonad (formalin-fixed, 70% ethanol); whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"2 meters",1995,7,11,"Collector(s): Gregory M. Lein, Christopher S. Altenbach, James P. Larson","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Gregory M. Lein, Christopher S. Altenbach, James P. Larson","2019-05-27 05:24:31.0",6
"301","MSB","Fish specimens","MSB:Fish:24998",10,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"1.25 meters",1995,8,2,"Collector(s): Steven P. Platania, Gregory M. Lein, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Gregory M. Lein, Christopher S. Altenbach","2019-05-27 04:39:13.0",5
"365","MSB","Fish specimens","MSB:Fish:25427",13,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"1 meter",1995,10,23,"Collector(s): Steven P. Platania, Gregory M. Lein, Robert K. Dudley","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Gregory M. Lein, Robert K. Dudley","2019-05-27 04:57:08.0",6
"353","MSB","Fish specimens","MSB:Fish:30410",26,"Hybognathus amarus","Cyprinidae","whole organism (5% buffered formalin); whole organism (formalin-fixed, 70% ethanol)",NA,34.85683333,-106.7208056,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion Dam, Isleta Pueblo.",NA,"1.5 meters",1996,6,28,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach; WATER LEVEL UP AND RIVER FLOWING BANK TO BANK, BUT STILL NO MORE THAN 1.5 M IN ANY AREA","2019-05-27 04:57:31.0",13
"348","MSB","Fish specimens","MSB:Fish:30246",75,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,"1.5 meters",1996,5,15,"Collector(s): Steven P. Platania, Robert K. Dudley, W. H. Brandenburg","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, W. Howard Brandenburg; LITTLE FLOW ESCAPING FROM THE DIVERSION DAM BUT WETTED CHANNELS ON THE EAST AND WEST BANKS. NO FLOW THROUGH THE MIDDLE, AS ALL SEEPAGE MOVED EAST OR WEST TO THE PRINCIPLE CHANNELS.","2019-05-27 04:51:56.0",15
"349","MSB","Fish specimens","MSB:Fish:30401",21,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol); egg",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,"1.5 meters",1996,6,28,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach; FLOWS STILL UP FROM RAINSTORM ON 26 JUN 1996.","2019-05-27 04:57:30.0",10
"284","MSB","Fish specimens","MSB:Fish:30390",60,"Hybognathus amarus","Cyprinidae","whole organism (5% buffered formalin); egg",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate 25 bridge, south of Albuquerque.",NA,"1 meter",1996,6,27,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","2019-05-27 05:03:06.0",15
"311","MSB","Fish specimens","MSB:Fish:49987",23,"Hybognathus amarus","Cyprinidae","whole organism (5% buffered formalin); egg",NA,35.004846,-106.683131,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.9 miles downstream of NM State HWY 500 or Rio Bravo Boulevard Bridge, just downstream of the South Diversion Canal outflow, in the South Valley, an unicorporated area of Albuquerque.",NA,".74 meters",1996,6,28,"Collector(s): W. H. Brandenburg","not recorded",NA,"PreservedSpecimen","Kind_Type: Vial Jar; Calcfld: 76-H16; Storage: 5% FORMALIN, 76-H16;","2019-05-27 03:27:04.0",12
"351","MSB","Fish specimens","MSB:Fish:30112",49,"Hybognathus amarus","Cyprinidae","whole organism (5% buffered formalin); egg",NA,35.004846,-106.683131,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.9 miles downstream of NM State HWY 500 or Rio Bravo Boulevard Bridge, just downstream of the South Diversion Canal outflow, in the South Valley, an unicorporated area of Albuquerque.",NA,".71 meters",1996,5,22,"Collector(s): W. H. Brandenburg","not recorded",NA,"PreservedSpecimen","Miscellaneous 1996 MSB Fish Collections; RIO GRANDE ""SPIKE"" DRIFT STUDY","2019-05-27 05:00:20.0",15
"329","MSB","Fish specimens","MSB:Fish:30810",34,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"2 meters",1996,2,7,"Collector(s): Robert K. Dudley, Gregory M. Lein, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, Gregory M. Lein, Christopher S. Altenbach","2019-05-27 05:08:41.0",15
"331","MSB","Fish specimens","MSB:Fish:30075",16,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.13539167,-106.6684167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Montano Bridge crossing on Montano Road, Albuquerque.",NA,"1.2 meters",1996,4,10,"Collector(s): Robert K. Dudley, Gregory M. Lein, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Robert K. Dudley, Gregory M. Lein, Christopher S. Altenbach","2019-05-27 05:24:48.0",8
"280","MSB","Fish specimens","MSB:Fish:30061",56,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.16402778,-106.6694722,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.0 mile upstream of Montano Bridge crossing, Montano Road, Albuquerque.",NA,"1.5 meters",1996,2,7,"Collector(s): Gregory M. Lein, Robert K. Dudley, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Gregory M. Lein, Robert K. Dudley, Christopher S. Altenbach","2019-05-27 05:24:49.0",15
"276","MSB","Fish specimens","MSB:Fish:30346",10,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"1.5 meters",1996,6,27,"Collector(s): Steven P. Platania, Christopher S. Altenbach, Robert K. Dudley","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, Robert K. Dudley; RAINS LAST NIGHT HAVE MADE THE WATER  VERY SILTY, REDUCING VISIBILITY TO 0 CM.","2019-05-27 05:00:20.0",5
"364","MSB","Fish specimens","MSB:Fish:30282",53,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"1 meter",1996,5,16,"Collector(s): Steven P. Platania, Robert K. Dudley, W. H. Brandenburg","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, W. Howard Brandenburg","2019-05-27 04:51:57.0",15
"278","MSB","Fish specimens","MSB:Fish:38826",38,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,".4 meters",1997,3,5,"Collector(s): Robert K. Dudley, Christopher S. Altenbach, James P. Larson, M. G. Thomas","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, Christopher S. Altenbach, James P. Larson, M. G. Thomas, ; CAMPOSTOMA TAKEN IN SAMPLE","2019-05-27 05:27:40.0",15
"257","MSB","Fish specimens","MSB:Fish:38947",37,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,".6 meters",1997,7,5,"Collector(s): Steven P. Platania, Christopher S. Altenbach, Stephen R. Davenport","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, Stephen R. Davenport","2019-05-27 05:23:49.0",15
"327","MSB","Fish specimens","MSB:Fish:39113",10,"Hybognathus amarus","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"1.5 meters",1997,10,15,"Collector(s): Robert K. Dudley, W. H. Brandenburg, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, W. Howard Brandenburg, James P. Larson; IN-SHORE AREAS FLOODED","2019-05-27 04:45:48.0",5
